Date,Hour,Court,Home,Away,Matchday
2018/6/30,17:45,Sede KDT,HEREDEROS DE LASPADA,REAL PALO,2
2018/6/30,17:45,Sede KDT,PINOCHO,GANCIATASARAY,2
2018/6/30,16:45,Sede KDT,EL PATRIARCADO,LA JARRA,2
2018/6/30,17:00,Sede KDT,SINCONDI SINCEBO FC,LA GALLARDETA,2
