Date,Hour,Court,Home,Away,Matchday
2018/6/30,15:30,Sede KDT,EL VIRA FC,REAL COHOLICOS,2
2018/6/30,14:00,Sede KDT,GUAMPACHATA,HACHITAS FC,2
2018/6/30,16:45,Sede KDT,LUXOS,ADP,2
2018/6/30,23:59,Sede KDT,INTERNACIONALES FC,,2
