Date,Hour,Court,Home,Away,Matchday
2018/6/30,14:45,Sede KDT,DRINK TEAM,SON SIME FC,2
2018/6/30,15:45,Sede KDT,15 DE JUNIO,TOKADISKO FC,2
2018/6/30,17:45,Sede KDT,SIN VUELTAS,ALUMNI,2
2018/6/30,14:30,Sede KDT,BARCELOSA UNITED,LOS MURCIELAGOS,2
